"sub","name","size"
"The Council of the Inspectors General on Integrity and Efficiency","HARPER RAINS KNIGHT & COMPANY PA",44093.69
"The Council of the Inspectors General on Integrity and Efficiency","LEADER FUEL CENTER LLC THE",40000
"The Council of the Inspectors General on Integrity and Efficiency","MCI COMMUNICATIONS SERVICES INC",31200
"The Council of the Inspectors General on Integrity and Efficiency","GEORGETOWN UNIVERSITY THE",29000
"The Council of the Inspectors General on Integrity and Efficiency","RUDMAN WINK ASSOCIATES LLC",24500
"The Council of the Inspectors General on Integrity and Efficiency","FOUNDATION FOR CRITICAL THINKING THE",20524.79
"Transportation Security Administration","ARDENT MANAGEMENT CONSULTING INC",998616.4
"Transportation Security Administration","ECONOMETRICA INC",994099
"Transportation Security Administration","CROSSROADS MEDIATION SERVICES",986072.5
"Transportation Security Administration","KCI-ACUITY LLC",974505.6
"Transportation Security Administration","NORTHEAST LOGISTICS SYSTEMS LLC THE",971616
"Transportation Security Administration","VERGYS LLC",947294.4
"Transportation Security Administration","WERIS INC",937128
"Transportation Security Administration","TSYMMETRY INC",937113.6
"Transportation Security Administration","TRI-COR INDUSTRIES INC",919803.84
"Transportation Security Administration","SABEL SYSTEMS TECHNOLOGY SOLUTIONS LLC",911053.27
"U.S. Army Corps of Engineers - Civil Program Financing Only","US ECOLOGY IDAHO INC",999973
"U.S. Army Corps of Engineers - Civil Program Financing Only","ROUSEY ROY B",996474.43
"U.S. Army Corps of Engineers - Civil Program Financing Only","GAHAGAN & BRYANT ASSOCIATES INC",995364
"U.S. Army Corps of Engineers - Civil Program Financing Only","ALLIANCE FOR SUSTAINABLE ENERGY LLC",995145.63
"U.S. Army Corps of Engineers - Civil Program Financing Only","NOREAS INC",993620
"U.S. Army Corps of Engineers - Civil Program Financing Only","E4SCIENCE-ATELIER10 JOINT VENTURE",992668.37
"U.S. Army Corps of Engineers - Civil Program Financing Only","H&H MARINE SERVICES",992276.72
"U.S. Army Corps of Engineers - Civil Program Financing Only","APONTE POWER SERVICES LLC",990617.75
"U.S. Army Corps of Engineers - Civil Program Financing Only","SIERRAS CONSTRUCTION LLC",987117.57
"U.S. Army Corps of Engineers - Civil Program Financing Only","SECURITY ALLIANCE LLC",983030.25
"U.S. Census Bureau","NORTH AMERICAN SECURITY INCORPORATED",978091.26
"U.S. Census Bureau","ASSOCIATION FOR VISION REHABILITATION AND EMPLOYMENT INC",974503.31
"U.S. Census Bureau","EC AMERICA INC",969742.82
"U.S. Census Bureau","ENTERPRISE SOLUTIONS INC",957793.76
"U.S. Census Bureau","GOVSMART INC",941127.75
"U.S. Census Bureau","DCI CONSULTING GROUP INC",933880
"U.S. Census Bureau","INFORMATION UNLIMITED INC",900000
"U.S. Census Bureau","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",892477.82
"U.S. Census Bureau","ARCANUM GROUP INC THE",859067.61
"U.S. Census Bureau","TECHNOLOGY SOLUTIONS PROVIDER INC",831227.46
"U.S. Citizenship and Immigration Services","VERIZON BUSINESS NETWORK SERVICES INC",978000
"U.S. Citizenship and Immigration Services","DEAF SERVICES UNLIMITED INC",920402.14
"U.S. Citizenship and Immigration Services","KEARNEY & COMPANY PC",905282.57
"U.S. Citizenship and Immigration Services","DEQUE SYSTEMS INC",896555
"U.S. Citizenship and Immigration Services","ALETHIX LLC",859158.96
"U.S. Citizenship and Immigration Services","PROMETHEUS LLC",848781
"U.S. Citizenship and Immigration Services","GUIDEHOUSE LLP",796826.27
"U.S. Citizenship and Immigration Services","MIRACLE SYSTEMS LLC",796380
"U.S. Citizenship and Immigration Services","FYI - FOR YOUR INFORMATION INC",784158.36
"U.S. Citizenship and Immigration Services","ICF INCORPORATED LLC",778400.64
"U.S. Coast Guard","FRAZIER INVESTMENTS INC",999905.29
"U.S. Coast Guard","VT HALTER MARINE INC",989993
"U.S. Coast Guard","NATIONAL STEEL AND SHIPBUILDING COMPANY",989767
"U.S. Coast Guard","T3W BUSINESS SOLUTIONS INC",985359.28
"U.S. Coast Guard","PANAMERICA COMPUTERS INC",981814
"U.S. Coast Guard","DKW COMMUNICATIONS INC",979104
"U.S. Coast Guard","ZODIAC SERVICES AMERICAS LLC",977158.58
"U.S. Coast Guard","QSS INTERNATIONAL INC",976180
"U.S. Coast Guard","METOCEAN DATA SYSTEMS LIMITED",975000
"U.S. Coast Guard","HERMAN MILLER INC",973371.39
"U.S. Customs and Border Protection","RED FLAG CARGO SECURITY SYSTEMS LLC",999992
"U.S. Customs and Border Protection","DAKOTA CONSULTING INCORPORATED",997532.8
"U.S. Customs and Border Protection","ABRAXAS ENERGY CONSULTING LLC",997008.48
"U.S. Customs and Border Protection","TERACORE INC",996363.88
"U.S. Customs and Border Protection","VELIZ COMPANY LLC",992454.25
"U.S. Customs and Border Protection","LEWIS-PRICE & ASSOCIATES INC",962857
"U.S. Customs and Border Protection","TIME SOLUTIONS LLC",951371.52
"U.S. Customs and Border Protection","NORTHERN CHEYENNE CONTRACTORS",951103.44
"U.S. Customs and Border Protection","PREMIER MANAGEMENT CORPORATION",947443.2
"U.S. Customs and Border Protection","LUNSFORD GROUP LLC THE",945643.6
"U.S. Fish and Wildlife Service","LAMBERT ENGINEERING AND CONSTRUCTION SERVICES INCORPORATED",962550
"U.S. Fish and Wildlife Service","CARAHSOFT TECHNOLOGY CORP",960114.78
"U.S. Fish and Wildlife Service","FORMATIONS INC",955879.28
"U.S. Fish and Wildlife Service","CHERMAK CONSTRUCTION INC",916400
"U.S. Fish and Wildlife Service","STERLING COMPUTERS CORPORATION",898103.98
"U.S. Fish and Wildlife Service","ATKINS NORTH AMERICA INC",859765.34
"U.S. Fish and Wildlife Service","DELL FEDERAL SYSTEMS LP",853003.56
"U.S. Fish and Wildlife Service","STANTEC CONSULTING SERVICES INC",845911.39
"U.S. Fish and Wildlife Service","LAKE UNION DRYDOCK COMPANY",836628
"U.S. Fish and Wildlife Service","TOPOLOGE LLC",824142.56
"U.S. Geological Survey","PRECISION AERIAL RECONNAISSANCE LLC",980765.27
"U.S. Geological Survey","IN-SITU INC",937852.04
"U.S. Geological Survey","GREEN WATER ENERGY LLC",923905.49
"U.S. Geological Survey","PETROTECHNICAL RESOURCES OF ALASKA",888250
"U.S. Geological Survey","THERMO ELECTRON NORTH AMERICA LLC",873360.33
"U.S. Geological Survey","CGG CANADA SERVICES LTD",871545
"U.S. Geological Survey","NEW TECH SOLUTIONS INC",858870.94
"U.S. Geological Survey","PUGET SOUND ENERGY INC",841154.25
"U.S. Geological Survey","CHEROKEE NATION TECHNOLOGY SOLUTIONS LLC",826081.08
"U.S. Geological Survey","TERRAQUEST LTD",784991.37
"U.S. Immigration and Customs Enforcement","OPTIMO INFORMATION TECHNOLOGY LLC",998400
"U.S. Immigration and Customs Enforcement","ESCAL INSTITUTE OF ADVANCED TECHNOLOGIES INC THE",997245
"U.S. Immigration and Customs Enforcement","ENVISAGE TECHNOLOGIES LLC",990809.3
"U.S. Immigration and Customs Enforcement","VALYTICS LLC",973782
"U.S. Immigration and Customs Enforcement","T-REX SOLUTIONS LLC",973740.48
"U.S. Immigration and Customs Enforcement","GLOBAL RESOURCE SOLUTIONS INC",972490.43
"U.S. Immigration and Customs Enforcement","ECLINICALWORKS LLC",955819.16
"U.S. Immigration and Customs Enforcement","AMERICAN PURCHASING SERVICES LLC",952525.24
"U.S. Immigration and Customs Enforcement","TQM LLC",938812.45
"U.S. Immigration and Customs Enforcement","SOLV LLC",938493.79
"U.S. Marshals Service","VISTA OUTDOOR SALES LLC",935696.46
"U.S. Marshals Service","M V M INC",899974.58
"U.S. Marshals Service","NATIONAL CENTER FOR MISSING AND EXPLOITED CHILDREN THE",898827
"U.S. Marshals Service","HORNADY MANUFACTURING COMPANY",875851.3
"U.S. Marshals Service","RESOLUTION ECONOMICS GROUP LLC",836333.25
"U.S. Marshals Service","KNOWMADICS INC",817498.4
"U.S. Marshals Service","CARAHSOFT TECHNOLOGY CORP",786427.81
"U.S. Marshals Service","PARAGON SYSTEMS INC",743915.9
"U.S. Marshals Service","ATNA LLC",727130.66
"U.S. Marshals Service","AON CONSULTING INC",703808.6
"U.S. Patent and Trademark Office","CARAHSOFT TECHNOLOGY CORP",997507.49
"U.S. Patent and Trademark Office","BARNALLEN TECHNOLOGIES INC",962371.2
"U.S. Patent and Trademark Office","BIOCCELERATION INC",955964
"U.S. Patent and Trademark Office","SPRINT COMMUNICATIONS COMPANY LP",940000
"U.S. Patent and Trademark Office","BUREAU OF NATIONAL AFFAIRS INC THE",929009
"U.S. Patent and Trademark Office","NGEN LLC",927122.05
"U.S. Patent and Trademark Office","INTEGRATION TECHNOLOGIES GROUP INC",921364.66
"U.S. Patent and Trademark Office","WEST PUBLISHING CORPORATION",890403.17
"U.S. Patent and Trademark Office","GOVSMART INC",883977.63
"U.S. Patent and Trademark Office","GOVPLACE",873489.8
"U.S. Postal Service","GENERAL MOTORS LLC",399102
"U.S. Postal Service","NATIONAL INDUSTRIES FOR THE BLIND",77885
"U.S. Postal Service","SEA LION SECURITY & CONTROL SYSTEMS LLC",38332.23
"U.S. Postal Service","CARTER CHEVROLET AGENCY LLC",36337
"U.S. Postal Service","ATLANTIC DIVING SUPPLY INC",24897.6
"U.S. Postal Service","DESIGN EDGE PC",14924.05
"U.S. Postal Service","WILSON 5 SERVICE COMPANY INC",12949.2
"U.S. Postal Service","NORTHERN MANAGEMENT SERVICES INC",10788.8
"U.S. Postal Service","L C INDUSTRIES INC",9795.86
"U.S. Postal Service","GREAT WESTERN MAINTENANCE CORPORATION",8042.4
"U.S. Secret Service","COLONIAL PARKING INC",997580.6
"U.S. Secret Service","SMITHS DETECTION INC",984145.26
"U.S. Secret Service","C & C INTERNATIONAL COMPUTERS & CONSULTANTS INC",972054.16
"U.S. Secret Service","CHENEGA INFINITY LLC",940980.48
"U.S. Secret Service","HUMAN RESOURCES RESEARCH ORGANIZATION",927468
"U.S. Secret Service","MESO SCALE DIAGNOSTICS LLC",903030
"U.S. Secret Service","MISCELLANEOUS FOREIGN AWARDEES",892874.19
"U.S. Secret Service","ATESI SERVICES LLC",845400
"U.S. Secret Service","ECU COMMUNICATIONS LLC",843333
"U.S. Secret Service","XEROX CORPORATION",826370.83
"U.S. Special Operations Command","DECISIVE ANALYTICS CORPORATION",999829
"U.S. Special Operations Command","INTEGRIO TECHNOLOGIES LLC",999210
"U.S. Special Operations Command","CELLPHIRE INC",998717
"U.S. Special Operations Command","CDW GOVERNMENT LLC",993649.94
"U.S. Special Operations Command","MACAULAY-BROWN INC",993416.04
"U.S. Special Operations Command","EXQUADRUM INC",988899
"U.S. Special Operations Command","MCMANIS ASSOCIATES INC",953468.46
"U.S. Special Operations Command","MUSTANG SURVIVAL MFG INC",932402
"U.S. Special Operations Command","REVISION MILITARY LTD",924358
"U.S. Special Operations Command","BRYANS AUTO REPAIR LLC",884250
"U.S. Tax Court","PITTMAN CONSULTING GROUP LLC",20240.08
"U.S. Tax Court","CHIMES DISTRICT OF COLUMBIA INC",8404.68
"USTRANSCOM","VETERANS ENTERPRISE TECHNOLOGY SOLUTIONS INC",974006.14
"USTRANSCOM","GOVSMART INC",950131.72
"USTRANSCOM","CGI FEDERAL INC",948230.79
"USTRANSCOM","BIXAL SOLUTIONS INCORPORATED",829602.05
"USTRANSCOM","OAKLAND CONSULTING GROUP INC",604526
"USTRANSCOM","ADVANTAGED SOLUTIONS INC",517037.59
"USTRANSCOM","AFFIGENT LLC",496066.07
"USTRANSCOM","JACOBS TECHNOLOGY INC",467604.66
"USTRANSCOM","C-EDGE SOFTWARE CONSULTANTS LLC",464419.56
"USTRANSCOM","IMMIXTECHNOLOGY INC",434174.64
"Uniformed Services University of the Health Sciences","ALLENTOWN INC",967858.2
"Uniformed Services University of the Health Sciences","GOVERNMENT SCIENTIFIC SOURCE INC",895393.37
"Uniformed Services University of the Health Sciences","HENRY M JACKSON FOUNDATION FOR THE ADVANCEMENT OF MILITARY MEDICINE INC THE",873901.5
"Uniformed Services University of the Health Sciences","SIGNATURE RENOVATIONS LLC",784553.99
"Uniformed Services University of the Health Sciences","CONCURRENT TECHNOLOGIES CORPORATION",650000
"Uniformed Services University of the Health Sciences","UNIVERSITY OF MARYLAND",611321.06
"Uniformed Services University of the Health Sciences","BATTLE CREEK CONSTRUCTION LLC",580000
"Uniformed Services University of the Health Sciences","WILEY WILSON BURNS & MCDONNELL JOINT VENTURE",575328
"Uniformed Services University of the Health Sciences","HYPERION BIOTECHNOLOGY INC",566155.44
"Uniformed Services University of the Health Sciences","CARL ZEISS MICROSCOPY LLC",561010.69
"United States Chemical Safety Board","JOHN HANCOCK LIFE INSURANCE COMPANY USA",711478.27
"United States Chemical Safety Board","ABBOTT MEDIA PRODUCTIONS LLC",350000
"United States Chemical Safety Board","CARAHSOFT TECHNOLOGY CORP",171145.56
"United States Chemical Safety Board","STRESS ENGINEERING SERVICES INC",162000
"United States Chemical Safety Board","V STUDIOS INC",150000
"United States Chemical Safety Board","NOODLEBOX DESIGN LLC",90000
"United States Chemical Safety Board","ENGINEERING SERVICES LP",75005
"United States Chemical Safety Board","MCI COMMUNICATIONS SERVICES INC",74997.06
"United States Chemical Safety Board","COUNTERTRADE PRODUCTS INC",67740.9
"United States Chemical Safety Board","DAVID TONICK ENTERPRISES INC",60814.74
"United States Mint","AQUILENT INC",997191.68
"United States Mint","MINBURN TECHNOLOGY GROUP LLC",996230.53
"United States Mint","CONTINENTAL WEB PRESS INC",967416.98
"United States Mint","MEYER INDUSTRIES INC",958405.93
"United States Mint","CONSOLIDATED C M INC",934296.71
"United States Mint","BNL INC",917530.72
"United States Mint","FLUIDICS INC",906437
"United States Mint","FBT INC",840090.75
"United States Mint","NORTH METRO COMMUNITY SERVICES INC",833459.61
"United States Mint","IRON SWORD ENTERPRISES LLC",780663
"United States Trade and Development Agency","CH2M HILL INC",998847
"United States Trade and Development Agency","INNOVATION NETWORK LLC THE",976459
"United States Trade and Development Agency","NOVI ENERGY LLC",837951
"United States Trade and Development Agency","GREEN POWERED TECHNOLOGY LLC",807317.72
"United States Trade and Development Agency","INSTITUTE OF GAS TECHNOLOGY",791643
"United States Trade and Development Agency","AMERICAN NATIONAL STANDARDS INSTITUTE INCORPORATED",789037
"United States Trade and Development Agency","BUSINESS COUNCIL FOR INTERNATIONAL UNDERSTANDING INC THE",715356.13
"United States Trade and Development Agency","AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES INC",620936.02
"United States Trade and Development Agency","IT SHOWS INC",619627.56
"United States Trade and Development Agency","JAB INNOVATIVE SOLUTIONS LLC",577933
"Veterans Employment and Training Services","BOOZ ALLEN HAMILTON INC",890000
"Veterans Employment and Training Services","MANHATTAN STRATEGY GROUP LLC THE",766532.94
"Veterans Employment and Training Services","ICF INCORPORATED LLC",756500
"Veterans Employment and Training Services","INVERNESS TECHNOLOGIES INC",334930.7
"Veterans Employment and Training Services","MAGNUM MULTIMEDIA INC",179953.72
"Veterans Employment and Training Services","CARAHSOFT TECHNOLOGY CORP",124913.88
"Veterans Employment and Training Services","TRIGENT SOLUTIONS INC",108150
"Veterans Employment and Training Services","JEVS HUMAN SERVICES",70299
"Veterans Employment and Training Services","AT&T MOBILITY LLC",55450.36
"Veterans Employment and Training Services","CARTRIDGE TECHNOLOGIES INC",50000
"Wage and Hour Division","APPTEON INC",996334.09
"Wage and Hour Division","AT&T MOBILITY LLC",883035.05
"Wage and Hour Division","HARPER RAINS KNIGHT & COMPANY PA",475348.56
"Wage and Hour Division","DODGE DATA & ANALYTICS LLC",389867.24
"Wage and Hour Division","DATA ENTRY COMPANY THE",313236.28
"Wage and Hour Division","TALU LLC",238835.6
"Wage and Hour Division","AATD LLC",161751
"Wage and Hour Division","WEST PUBLISHING CORPORATION",159841.92
"Wage and Hour Division","TRUELANGUAGE LLC",157289.67
"Wage and Hour Division","SDC CONTRACTING INC",125634
"Washington Headquarters Services","LGS INNOVATIONS LLC",997989
"Washington Headquarters Services","GEORGIA TECH APPLIED RESEARCH CORPORATION",992870.32
"Washington Headquarters Services","PURDY GROUP LLC",955390.62
"Washington Headquarters Services","AZIMUTH CORPORATION",953618.11
"Washington Headquarters Services","CUSTOM LAWN SERVICE INC",930107.94
"Washington Headquarters Services","LOGZONE INC",902287.2
"Washington Headquarters Services","IAN EVAN & ALEXANDER CORPORATION",889364.81
"Washington Headquarters Services","NELBUD SERVICES GROUP INC",859227.57
"Washington Headquarters Services","HEWLETT PACKARD ENTERPRISE COMPANY",847884.86
"Washington Headquarters Services","INTERNATIONAL SYSTEMS OF AMERICA LLC",832864
"Women's Bureau","VIDERITY INC",313108.84
"Women's Bureau","SAFAL PARTNERS INC",262892.9
"Women's Bureau","2M RESEARCH SERVICES LLC",249885.15
"Women's Bureau","IAZ ASSOCIATES LLC",177440
"Women's Bureau","ICF INCORPORATED LLC",156834
"Women's Bureau","ECONOMIC SYSTEMS INC",33239.69
